"country","hdicode","hdi_2020","Mobility_SiteName","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","PM_SiteName","a_mean","sd"
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-03,NA,NA,NA,NA,NA,NA,"Kabul",181.25,125.8170687
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-04,NA,NA,NA,NA,NA,NA,"Kabul",74.4,76.5306039
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-05,NA,NA,NA,NA,NA,NA,"Kabul",2.533333333,1.060098827
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-06,NA,NA,NA,NA,NA,NA,"Kabul",1.333333333,1.798147195
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-07,NA,NA,NA,NA,NA,NA,"Kabul",1.761904762,1.445847914
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-11,NA,NA,NA,NA,NA,NA,"Kabul",128.6666667,8.736894948
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-12,NA,NA,NA,NA,NA,NA,"Kabul",89.5,37.4766594
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-13,NA,NA,NA,NA,NA,NA,"Kabul",60.15,51.14610136
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-14,NA,NA,NA,NA,NA,NA,"Kabul",136.1578947,87.08186644
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-15,NA,NA,NA,NA,NA,NA,"Kabul",76.04166667,22.86154768
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-16,NA,NA,NA,NA,NA,NA,"Kabul",77.60869565,44.01522374
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-17,NA,NA,NA,NA,NA,NA,"Kabul",97.79166667,85.24235484
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-18,NA,NA,NA,NA,NA,NA,"Kabul",80.29166667,64.58191911
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-19,NA,NA,NA,NA,NA,NA,"Kabul",95.5,42.3997539
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-20,NA,NA,NA,NA,NA,NA,"Kabul",106.8333333,67.95949348
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-21,NA,NA,NA,NA,NA,NA,"Kabul",202,168.9628207
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-22,NA,NA,NA,NA,NA,NA,"Kabul",67.375,41.05967291
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-23,NA,NA,NA,NA,NA,NA,"Kabul",126.2916667,88.91103476
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-24,NA,NA,NA,NA,NA,NA,"Kabul",70.91666667,34.62710256
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-25,NA,NA,NA,NA,NA,NA,"Kabul",67.79166667,55.05489685
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-26,NA,NA,NA,NA,NA,NA,"Kabul",44.79166667,25.13611496
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-27,NA,NA,NA,NA,NA,NA,"Kabul",82.41666667,46.21492011
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-28,NA,NA,NA,NA,NA,NA,"Kabul",75.91666667,70.52407339
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-29,NA,NA,NA,NA,NA,NA,"Kabul",75.625,52.39964529
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-30,NA,NA,NA,NA,NA,NA,"Kabul",56.75,19.78416143
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-01-31,NA,NA,NA,NA,NA,NA,"Kabul",59.25,41.87481343
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-01,NA,NA,NA,NA,NA,NA,"Kabul",66.20833333,66.93668596
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-02,NA,NA,NA,NA,NA,NA,"Kabul",52.5,28.82179127
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-03,NA,NA,NA,NA,NA,NA,"Kabul",109.75,55.18920027
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-04,NA,NA,NA,NA,NA,NA,"Kabul",116.4583333,81.92094767
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-05,NA,NA,NA,NA,NA,NA,"Kabul",69.33333333,42.63563183
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-06,NA,NA,NA,NA,NA,NA,"Kabul",47.25,40.27109223
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-07,NA,NA,NA,NA,NA,NA,"Kabul",52.29166667,25.16982176
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-08,NA,NA,NA,NA,NA,NA,"Kabul",79.75,51.24981442
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-09,NA,NA,NA,NA,NA,NA,"Kabul",69.29166667,31.52290977
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-10,NA,NA,NA,NA,NA,NA,"Kabul",85.26086957,39.88872863
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-11,NA,NA,NA,NA,NA,NA,"Kabul",154,100.4987562
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-12,NA,NA,NA,NA,NA,NA,"Kabul",329.5416667,168.8861153
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-13,NA,NA,NA,NA,NA,NA,"Kabul",102.0833333,100.2414115
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-14,NA,NA,NA,NA,NA,NA,"Kabul",34.20833333,21.82734457
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-15,-13,-12,-14,-2,-39,6,"Kabul",30.91666667,32.19494514
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-16,0,9,-1,10,2,-1,"Kabul",41.29166667,50.4126271
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-17,1,11,-3,10,4,-2,"Kabul",53.625,50.20290352
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-18,-1,4,3,8,4,0,"Kabul",37.58333333,37.99303903
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-19,-4,2,-5,-1,1,2,"Kabul",36.625,20.22656991
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-20,-3,5,-3,5,5,1,"Kabul",86.33333333,67.09348874
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-21,-3,8,2,4,5,1,"Kabul",65.875,48.16575773
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-22,-2,8,3,5,4,0,"Kabul",73.125,48.57474071
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-23,-1,6,0,5,5,1,"Kabul",66.41666667,73.87881774
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-24,-2,15,1,8,6,-1,"Kabul",47.125,41.72926457
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-25,-2,7,4,8,5,1,"Kabul",29.54166667,25.29818548
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-26,-2,5,0,1,3,1,"Kabul",72.16666667,53.49414163
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-27,-1,5,3,2,6,1,"Kabul",44.16666667,38.26755541
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-28,-3,7,6,1,8,1,"Kabul",23.20833333,13.50033548
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-02-29,-4,1,3,2,6,1,"Kabul",41.79166667,21.90290663
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-01,1,6,1,7,7,1,"Kabul",102.0416667,69.42025714
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-02,1,6,0,6,6,-1,"Kabul",89.20833333,69.09727181
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-03,4,7,1,6,6,0,"Kabul",44.625,43.26441705
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-04,-2,2,-1,-2,4,2,"Kabul",28.125,13.31332285
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-05,0,7,2,4,9,2,"Kabul",43.66666667,20.30563569
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-06,0,8,13,4,8,2,"Kabul",49.95833333,35.08806209
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-07,-1,7,6,2,6,1,"Kabul",35.25,40.38429527
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-08,5,6,7,5,6,-1,"Kabul",17.75,5.391216689
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-09,-32,-29,-27,-13,-49,11,"Kabul",37.75,21.145973
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-10,0,-1,4,4,4,1,"Kabul",31.58333333,7.939535999
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-11,5,-5,3,-2,1,2,"Kabul",50.45833333,32.1747662
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-12,0,-4,1,-2,6,1,"Kabul",55.83333333,37.61436667
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-13,4,9,11,4,5,1,"Kabul",95.29166667,53.38985343
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-14,9,7,9,4,3,0,"Kabul",63.29166667,42.75255311
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-15,2,13,4,3,1,1,"Kabul",90.45833333,63.74267506
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-16,-1,17,0,4,-1,1,"Kabul",74.41666667,53.30463449
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-17,0,9,5,-2,-2,2,"Kabul",55,32.4519712
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-18,0,7,5,-5,-5,2,"Kabul",38,19.32333575
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-19,-7,5,0,-5,-7,3,"Kabul",30.95833333,18.17901123
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-20,-25,-13,1,-22,-12,2,"Kabul",23.41666667,14.17565785
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-21,-32,-22,-14,-27,-51,9,"Kabul",55.08333333,36.58452591
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-22,-15,4,-9,-14,-10,4,"Kabul",36.79166667,18.70591436
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-23,-18,5,-15,-16,-8,3,"Kabul",23.70833333,19.30190161
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-24,-19,-2,-12,-18,-11,6,"Kabul",18.04166667,8.078307866
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-25,-20,-3,-16,-22,-14,8,"Kabul",22.75,15.1807945
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-26,-18,3,-15,-22,-11,8,"Kabul",38.33333333,17.36980555
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-27,-23,10,-10,-16,-1,5,"Kabul",51.29166667,27.82472964
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-28,-47,-29,-32,-36,-38,14,"Kabul",19,13.95333839
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-29,-50,-38,-41,-40,-47,15,"Kabul",22.75,10.17349497
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-30,-56,-37,-47,-44,-50,16,"Kabul",12.91666667,4.889355489
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-03-31,-57,-41,-43,-48,-52,17,"Kabul",23.54166667,14.77947804
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-01,-55,-37,-35,-42,-51,17,"Kabul",39.79166667,21.03822436
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-02,-54,-38,-36,-41,-46,18,"Kabul",47,42.62169278
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-03,-47,-24,-28,-38,-13,8,"Kabul",45.04166667,23.82267675
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-04,-53,-33,-39,-45,-45,14,"Kabul",20.29166667,12.68850615
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-05,-54,-40,-42,-43,-50,16,"Kabul",19.5,12.66628527
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-06,-56,-34,-44,-46,-50,15,"Kabul",19.29166667,13.22540101
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-07,-54,-38,-40,-43,-52,14,"Kabul",33.875,15.11783427
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-08,-60,-45,-47,-49,-56,21,"Kabul",30.29166667,16.71884947
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-09,-63,-49,-48,-48,-53,23,"Kabul",25.54166667,17.76899881
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-10,-57,-34,-37,-43,-21,16,"Kabul",18.54166667,7.740234614
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-11,-61,-47,-49,-48,-50,22,"Kabul",20.875,6.674497213
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-12,-61,-46,-51,-47,-54,23,"Kabul",20.79166667,7.558347914
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-13,-59,-43,-48,-47,-53,21,"Kabul",31.75,15.27501512
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-14,-61,-48,-47,-50,-54,21,"Kabul",23.83333333,18.24630199
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-15,-55,-45,-41,-48,-52,21,"Kabul",26.875,16.03342297
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-16,-59,-47,-43,-50,-50,22,"Kabul",26.58333333,10.50017253
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-17,-55,-36,-40,-48,-18,16,"Kabul",15.16666667,6.650705531
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-18,-54,-39,-43,-47,-47,20,"Kabul",14.83333333,7.34649675
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-19,-55,-46,-46,-47,-52,21,"Kabul",19.70833333,6.41654903
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-20,-54,-32,-45,-45,-50,18,"Kabul",28.125,18.80405252
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-21,-51,-40,-40,-43,-51,18,"Kabul",31,20.46630316
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-22,-52,-31,-39,-45,-51,18,"Kabul",27.70833333,16.6510978
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-23,-53,-39,-41,-41,-49,19,"Kabul",29.41666667,15.21702898
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-24,-56,-33,-46,-46,-16,19,"Kabul",18.33333333,7.715972517
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-25,-59,-39,-50,-47,-48,24,"Kabul",18.75,7.426450963
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-26,-56,-42,-50,-46,-51,24,"Kabul",23.83333333,13.03062168
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-27,-60,-40,-52,-49,-61,20,"Kabul",30,7.972779778
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-28,-56,-41,-47,-45,-49,18,"Kabul",25,9.995651228
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-29,-55,-34,-45,-45,-48,21,"Kabul",32.66666667,15.73052051
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-04-30,-59,-45,-47,-46,-47,23,"Kabul",26.83333333,16.97739332
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-01,-57,-31,-42,-45,-17,17,"Kabul",35.16666667,10.54459131
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-02,-57,-37,-48,-48,-47,22,"Kabul",25.70833333,11.94363271
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-03,-58,-41,-50,-47,-52,23,"Kabul",21.08333333,13.95619441
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-04,-57,-31,-47,-45,-49,20,"Kabul",18.5,8.627559482
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-05,-55,-38,-45,-44,-52,23,"Kabul",12.16666667,6.42459044
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-06,-53,-32,-43,-43,-49,23,"Kabul",13.20833333,7.288938413
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-07,-53,-38,-45,-41,-47,23,"Kabul",21.41666667,7.494442385
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-08,-49,-23,-34,-37,-11,15,"Kabul",14.54166667,6.858692781
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-09,-49,-26,-41,-37,-43,19,"Kabul",14.91666667,5.640819141
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-10,-49,-33,-43,-38,-48,21,"Kabul",26.70833333,16.52791885
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-11,-49,-21,-43,-38,-46,19,"Kabul",19.83333333,5.337860397
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-12,-49,-28,-41,-37,-46,21,"Kabul",14.45833333,5.649002734
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-13,-49,-15,-40,-40,-45,20,"Kabul",13.625,6.077846444
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-14,-48,-19,-35,-41,-41,20,"Kabul",21,18.75239115
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-15,-41,-2,-31,-32,0,14,"Kabul",18.91666667,7.523393468
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-16,-37,-7,-32,-31,-36,18,"Kabul",18.83333333,9.15882405
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-17,-36,-18,-34,-35,-43,19,"Kabul",18.5,11.69169159
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-18,-35,0,-32,-31,-40,16,"Kabul",11.29166667,5.051725204
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-19,NA,NA,NA,NA,NA,NA,"Kabul",8.666666667,6.932385665
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-20,NA,NA,NA,NA,NA,NA,"Kabul",16.95833333,12.88908931
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-21,NA,NA,NA,NA,NA,NA,"Kabul",22.22222222,13.59023342
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-25,NA,NA,NA,NA,NA,NA,"Kabul",12.05,4.135532805
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2020-05-26,NA,NA,NA,NA,NA,NA,"Kabul",13.79166667,4.442670238
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-20,NA,NA,NA,NA,NA,NA,"Kabul",35.04166667,21.73252255
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-21,NA,NA,NA,NA,NA,NA,"Kabul",57.95833333,30.58058373
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-22,NA,NA,NA,NA,NA,NA,"Kabul",72.66666667,35.93311016
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-23,NA,NA,NA,NA,NA,NA,"Kabul",66.375,34.25456174
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-24,NA,NA,NA,NA,NA,NA,"Kabul",56.70833333,8.624934362
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-25,NA,NA,NA,NA,NA,NA,"Kabul",53.66666667,11.5143263
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-26,NA,NA,NA,NA,NA,NA,"Kabul",70,28.65725205
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-27,NA,NA,NA,NA,NA,NA,"Kabul",42,15.60936174
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-28,NA,NA,NA,NA,NA,NA,"Kabul",30.20833333,10.62801534
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-29,NA,NA,NA,NA,NA,NA,"Kabul",36.33333333,8.625879497
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-09-30,NA,NA,NA,NA,NA,NA,"Kabul",48,11.56080334
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-01,NA,NA,NA,NA,NA,NA,"Kabul",49.33333333,23.75356571
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-02,NA,NA,NA,NA,NA,NA,"Kabul",49,24.66647082
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-03,NA,NA,NA,NA,NA,NA,"Kabul",26.91666667,14.78811705
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-04,NA,NA,NA,NA,NA,NA,"Kabul",30.29166667,18.62788738
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-05,NA,NA,NA,NA,NA,NA,"Kabul",21,7.66698172
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-06,NA,NA,NA,NA,NA,NA,"Kabul",28.45454545,13.62325488
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-07,NA,NA,NA,NA,NA,NA,"Kabul",37,20.36588399
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-08,NA,NA,NA,NA,NA,NA,"Kabul",38.45833333,20.47900126
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-09,NA,NA,NA,NA,NA,NA,"Kabul",70.875,48.26855354
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-10,NA,NA,NA,NA,NA,NA,"Kabul",36.08333333,32.04062186
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-11,NA,NA,NA,NA,NA,NA,"Kabul",40.08333333,18.01911224
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-12,NA,NA,NA,NA,NA,NA,"Kabul",82.875,39.84351183
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-13,NA,NA,NA,NA,NA,NA,"Kabul",81.875,50.92647087
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-14,NA,NA,NA,NA,NA,NA,"Kabul",84.41666667,42.30111178
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-15,NA,NA,NA,NA,NA,NA,"Kabul",98.45833333,61.18964047
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-16,NA,NA,NA,NA,NA,NA,"Kabul",59.625,19.74580308
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-17,NA,NA,NA,NA,NA,NA,"Kabul",44.29166667,17.53872527
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-18,NA,NA,NA,NA,NA,NA,"Kabul",23,10.78646495
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-19,NA,NA,NA,NA,NA,NA,"Kabul",56.45833333,25.70396546
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-20,NA,NA,NA,NA,NA,NA,"Kabul",54.79166667,18.02891197
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-21,NA,NA,NA,NA,NA,NA,"Kabul",52.66666667,12.30293944
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-22,NA,NA,NA,NA,NA,NA,"Kabul",43.75,24.99956521
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-23,NA,NA,NA,NA,NA,NA,"Kabul",65.58333333,43.76311398
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-24,NA,NA,NA,NA,NA,NA,"Kabul",83.16666667,41.27391709
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-25,NA,NA,NA,NA,NA,NA,"Kabul",50.83333333,21.46719776
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-26,NA,NA,NA,NA,NA,NA,"Kabul",52.54166667,15.65658402
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-27,NA,NA,NA,NA,NA,NA,"Kabul",84.125,36.46238383
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-28,NA,NA,NA,NA,NA,NA,"Kabul",69.75,32.46436173
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-29,NA,NA,NA,NA,NA,NA,"Kabul",46.29166667,19.59254332
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-30,NA,NA,NA,NA,NA,NA,"Kabul",62.16666667,30.37972245
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-10-31,NA,NA,NA,NA,NA,NA,"Kabul",46.58333333,33.44159954
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-01,NA,NA,NA,NA,NA,NA,"Kabul",33,13.40397951
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-02,NA,NA,NA,NA,NA,NA,"Kabul",61.54166667,28.23654611
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-03,NA,NA,NA,NA,NA,NA,"Kabul",75.58333333,56.23005282
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-04,NA,NA,NA,NA,NA,NA,"Kabul",54.54166667,33.70586217
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-05,NA,NA,NA,NA,NA,NA,"Kabul",37.33333333,37.49164158
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-06,NA,NA,NA,NA,NA,NA,"Kabul",20.16666667,13.25884993
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-07,NA,NA,NA,NA,NA,NA,"Kabul",67.625,48.61634409
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-08,NA,NA,NA,NA,NA,NA,"Kabul",64.25,37.59191634
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-09,NA,NA,NA,NA,NA,NA,"Kabul",72.45833333,40.7014359
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-10,NA,NA,NA,NA,NA,NA,"Kabul",76.04166667,40.3285196
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-11,NA,NA,NA,NA,NA,NA,"Kabul",88.95833333,51.30596979
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-12,NA,NA,NA,NA,NA,NA,"Kabul",46.95833333,37.90317087
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-13,NA,NA,NA,NA,NA,NA,"Kabul",33.41666667,14.72919806
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-14,NA,NA,NA,NA,NA,NA,"Kabul",30.20833333,15.52551663
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-15,NA,NA,NA,NA,NA,NA,"Kabul",31.41666667,14.10493798
"Afghanistan","Low",0.483,"Kabul Metropolitan Area",2019-11-16,NA,NA,NA,NA,NA,NA,"Kabul",33.25,16.34479042
