s_id,sch_id,s_itt_2122,sum_score,std_pretest,mean_sum,mean_pre,school_size,pretest_dev
587,31,0,13,0.21495344139786038,16.106666666666666,-0.06271147304305834,75,0.27766491444091873
7080,31,0,9,-0.3316310358480426,16.106666666666666,-0.06271147304305834,75,-0.26891956280498425
177,32,1,19,-0.3316310358480426,17.805194805194805,0.39809473377376037,77,-0.7297257696218029
872,32,1,23,1.5814146345126179,17.805194805194805,0.39809473377376037,77,1.1833199007388575
406,32,1,16,-0.003680349500500814,17.805194805194805,0.39809473377376037,77,-0.4017750832742612
7106,32,1,24,1.417439291338847,17.805194805194805,0.39809473377376037,77,1.0193445575650866
893,32,1,23,1.4720977390634373,17.805194805194805,0.39809473377376037,77,1.074003005289677
884,32,1,12,-1.315483094890668,17.805194805194805,0.39809473377376037,77,-1.7135778286644283
3473,32,1,20,1.253463948165076,17.805194805194805,0.39809473377376037,77,0.8553692143913156
2047,32,1,24,1.5267561867880277,17.805194805194805,0.39809473377376037,77,1.1286614530142673
916,32,1,22,0.6522210231945827,17.805194805194805,0.39809473377376037,77,0.2541262894208224
690,32,1,15,0.21495344139786038,17.805194805194805,0.39809473377376037,77,-0.1831412923759
330,32,1,8,0.2696118891224507,17.805194805194805,0.39809473377376037,77,-0.12848284465130966
6014,32,1,7,0.5429041277454022,17.805194805194805,0.39809473377376037,77,0.14480939397164183
2898,32,1,17,0.5975625754699925,17.805194805194805,0.39809473377376037,77,0.1994678416962321
637,32,1,19,0.870854814092944,17.805194805194805,0.39809473377376037,77,0.4727600803191836
2915,32,1,13,-0.2769725881234523,17.805194805194805,0.39809473377376037,77,-0.6750673218972127
7213,32,1,26,0.7615379186437634,17.805194805194805,0.39809473377376037,77,0.36344318487000304
4715,32,1,23,0.4882456800208119,17.805194805194805,0.39809473377376037,77,0.09015094624705156
7463,32,1,14,-0.11299724494968141,17.805194805194805,0.39809473377376037,77,-0.5110919787234418
1768,32,1,15,-0.003680349500500814,17.805194805194805,0.39809473377376037,77,-0.4017750832742612
4021,32,1,22,0.9255132618175343,17.805194805194805,0.39809473377376037,77,0.527418528043774
1496,32,1,28,1.9093653208601598,17.805194805194805,0.39809473377376037,77,1.5112705870863994
4710,32,1,16,-0.7688986176447651,17.805194805194805,0.39809473377376037,77,-1.1669933514185256
3549,32,1,23,0.8161963663683537,17.805194805194805,0.39809473377376037,77,0.4181016325945933
2824,32,1,28,1.3627808436142568,17.805194805194805,0.39809473377376037,77,0.9646861098404964
2188,32,1,4,-1.7527506766873904,17.805194805194805,0.39809473377376037,77,-2.1508454104611507
6240,32,1,23,0.870854814092944,17.805194805194805,0.39809473377376037,77,0.4727600803191836
5433,32,1,11,-0.5502648267464039,17.805194805194805,0.39809473377376037,77,-0.9483595605201642
181,32,1,18,-0.6049232744709941,17.805194805194805,0.39809473377376037,77,-1.0030180082447546
7536,32,1,22,1.3627808436142568,17.805194805194805,0.39809473377376037,77,0.9646861098404964
2229,32,1,26,1.5814146345126179,17.805194805194805,0.39809473377376037,77,1.1833199007388575
7339,32,1,17,0.9801717095421246,17.805194805194805,0.39809473377376037,77,0.5820769757683643
2424,32,1,23,1.6360730822372083,17.805194805194805,0.39809473377376037,77,1.237978348463448
3695,32,1,8,-0.7688986176447651,17.805194805194805,0.39809473377376037,77,-1.1669933514185256
4525,32,1,12,0.2696118891224507,17.805194805194805,0.39809473377376037,77,-0.12848284465130966
347,32,1,14,0.1602949936732701,17.805194805194805,0.39809473377376037,77,-0.23779974010049026
3036,32,1,15,0.5429041277454022,17.805194805194805,0.39809473377376037,77,0.14480939397164183
4897,32,1,15,-0.2769725881234523,17.805194805194805,0.39809473377376037,77,-0.6750673218972127
1117,32,1,22,1.1988055004404858,17.805194805194805,0.39809473377376037,77,0.8007107666667255
155,91,0,14,0.5429041277454022,17.376623376623378,0.2923270881768259,77,0.2505770395685763
2774,32,1,28,1.8547068731355694,17.805194805194805,0.39809473377376037,77,1.456612139361809
2259,32,1,6,-1.4247999903398487,17.805194805194805,0.39809473377376037,77,-1.822894724113609
5241,32,1,14,0.3789287845716313,17.805194805194805,0.39809473377376037,77,-0.01916594920212905
3140,32,1,16,-0.4409479312972232,17.805194805194805,0.39809473377376037,77,-0.8390426650709836
6458,32,1,17,0.8161963663683537,17.805194805194805,0.39809473377376037,77,0.4181016325945933
3810,32,1,24,1.1988055004404858,17.805194805194805,0.39809473377376037,77,0.8007107666667255
5333,32,1,22,0.6522210231945827,17.805194805194805,0.39809473377376037,77,0.2541262894208224
6024,32,1,24,0.5975625754699925,17.805194805194805,0.39809473377376037,77,0.1994678416962321
4285,32,1,7,-0.9328739608185359,17.805194805194805,0.39809473377376037,77,-1.3309686945922963
3613,32,1,12,-0.49560637902181354,17.805194805194805,0.39809473377376037,77,-0.8937011127955738
7248,32,1,27,1.3627808436142568,17.805194805194805,0.39809473377376037,77,0.9646861098404964
4386,32,1,17,1.0894886049913053,17.805194805194805,0.39809473377376037,77,0.6913938712175449
6478,32,1,12,-1.1515077517168972,17.805194805194805,0.39809473377376037,77,-1.5496024854906576
7514,32,1,18,0.4335872322962216,17.805194805194805,0.39809473377376037,77,0.035492498522461224
5553,32,1,18,0.324270336847041,17.805194805194805,0.39809473377376037,77,-0.07382439692671938
1828,32,1,15,0.4335872322962216,17.805194805194805,0.39809473377376037,77,0.035492498522461224
1489,32,1,12,-0.38628948357263293,17.805194805194805,0.39809473377376037,77,-0.7843842173463933
5330,32,1,18,0.5429041277454022,17.805194805194805,0.39809473377376037,77,0.14480939397164183
6380,32,1,20,0.6522210231945827,17.805194805194805,0.39809473377376037,77,0.2541262894208224
2375,32,1,22,0.324270336847041,17.805194805194805,0.39809473377376037,77,-0.07382439692671938
6429,32,1,27,1.96402376858475,17.805194805194805,0.39809473377376037,77,1.5659290348109896
3498,32,1,12,-0.16765569267427172,17.805194805194805,0.39809473377376037,77,-0.5657504264480321
7674,32,1,22,1.1988055004404858,17.805194805194805,0.39809473377376037,77,0.8007107666667255
6940,32,1,28,0.6522210231945827,17.805194805194805,0.39809473377376037,77,0.2541262894208224
2780,32,1,7,1.3081223958896664,17.805194805194805,0.39809473377376037,77,0.910027662115906
2796,32,1,19,1.0894886049913053,17.805194805194805,0.39809473377376037,77,0.6913938712175449
6752,32,1,23,0.870854814092944,17.805194805194805,0.39809473377376037,77,0.4727600803191836
6851,32,1,27,1.4720977390634373,17.805194805194805,0.39809473377376037,77,1.074003005289677
1497,32,1,23,1.1441470527158955,17.805194805194805,0.39809473377376037,77,0.7460523189421351
5858,32,1,11,-0.16765569267427172,17.805194805194805,0.39809473377376037,77,-0.5657504264480321
7772,32,1,19,0.4882456800208119,17.805194805194805,0.39809473377376037,77,0.09015094624705156
943,32,1,27,1.3081223958896664,17.805194805194805,0.39809473377376037,77,0.910027662115906
6770,32,1,7,-0.6049232744709941,17.805194805194805,0.39809473377376037,77,-1.0030180082447546
6842,32,1,18,-1.6434337812382098,17.805194805194805,0.39809473377376037,77,-2.0415285150119704
2642,32,1,10,-0.9328739608185359,17.805194805194805,0.39809473377376037,77,-1.3309686945922963
439,32,1,9,-1.0421908562677165,17.805194805194805,0.39809473377376037,77,-1.4402855900414768
7306,32,1,18,-0.003680349500500814,17.805194805194805,0.39809473377376037,77,-0.4017750832742612
5672,32,1,10,-0.16765569267427172,17.805194805194805,0.39809473377376037,77,-0.5657504264480321
1790,32,1,18,-0.4409479312972232,17.805194805194805,0.39809473377376037,77,-0.8390426650709836
206,33,1,6,-0.3316310358480426,19.75294117647059,0.6863021729522685,85,-1.017933208800311
6011,33,1,18,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
7207,33,1,24,0.8161963663683537,19.75294117647059,0.6863021729522685,85,0.1298941934160852
6432,33,1,24,1.417439291338847,19.75294117647059,0.6863021729522685,85,0.7311371183865785
1682,33,1,28,2.346632902656882,19.75294117647059,0.6863021729522685,85,1.6603307297046137
107,33,1,24,1.3627808436142568,19.75294117647059,0.6863021729522685,85,0.6764786706619883
3916,33,1,20,0.9801717095421246,19.75294117647059,0.6863021729522685,85,0.29386953658985615
759,33,1,11,-1.6980922289628002,19.75294117647059,0.6863021729522685,85,-2.3843944019150687
7631,33,1,21,1.0894886049913053,19.75294117647059,0.6863021729522685,85,0.4031864320390368
2708,33,1,26,-1.2608246471660778,19.75294117647059,0.6863021729522685,85,-1.9471268201183463
1615,33,1,13,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
2257,33,1,24,0.7068794709191731,19.75294117647059,0.6863021729522685,85,0.020577297966904662
7267,33,1,13,0.05097809822408949,19.75294117647059,0.6863021729522685,85,-0.635324074728179
5669,33,1,4,-1.7527506766873904,19.75294117647059,0.6863021729522685,85,-2.439052849639659
1540,33,1,24,1.417439291338847,19.75294117647059,0.6863021729522685,85,0.7311371183865785
6297,33,1,20,1.253463948165076,19.75294117647059,0.6863021729522685,85,0.5671617752128075
3848,33,1,20,0.9801717095421246,19.75294117647059,0.6863021729522685,85,0.29386953658985615
4867,33,1,23,1.4720977390634373,19.75294117647059,0.6863021729522685,85,0.7857955661111689
1183,33,1,21,1.3081223958896664,19.75294117647059,0.6863021729522685,85,0.6218202229373979
6160,33,1,27,1.6360730822372083,19.75294117647059,0.6863021729522685,85,0.9497709092849398
1028,33,1,25,0.3789287845716313,19.75294117647059,0.6863021729522685,85,-0.30737338838063716
7502,33,1,12,0.324270336847041,19.75294117647059,0.6863021729522685,85,-0.3620318361052275
3581,33,1,12,-0.2769725881234523,19.75294117647059,0.6863021729522685,85,-0.9632747610757209
1709,33,1,28,1.7453899776863888,19.75294117647059,0.6863021729522685,85,1.0590878047341203
1400,33,1,14,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
7028,33,1,28,1.6907315299617984,19.75294117647059,0.6863021729522685,85,1.00442935700953
2063,33,1,23,0.21495344139786038,19.75294117647059,0.6863021729522685,85,-0.4713487315544081
1411,33,1,25,2.346632902656882,19.75294117647059,0.6863021729522685,85,1.6603307297046137
2138,33,1,29,2.1826575594831112,19.75294117647059,0.6863021729522685,85,1.4963553865308428
2265,33,1,21,0.5429041277454022,19.75294117647059,0.6863021729522685,85,-0.14339804520686628
5626,33,1,22,-0.8235570653693554,19.75294117647059,0.6863021729522685,85,-1.5098592383216238
5782,33,1,26,1.6907315299617984,19.75294117647059,0.6863021729522685,85,1.00442935700953
6632,33,1,24,0.9801717095421246,19.75294117647059,0.6863021729522685,85,0.29386953658985615
6080,33,1,23,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
2049,33,1,25,0.870854814092944,19.75294117647059,0.6863021729522685,85,0.1845526411406755
3430,11,1,24,1.5267561867880277,21,0.5933580794911779,13,0.9333981072968498
6027,33,1,16,0.1602949936732701,19.75294117647059,0.6863021729522685,85,-0.5260071792789984
3894,33,1,16,-0.38628948357263293,19.75294117647059,0.6863021729522685,85,-1.0725916565249014
2574,33,1,12,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
4335,33,1,7,0.5429041277454022,19.75294117647059,0.6863021729522685,85,-0.14339804520686628
3091,33,1,8,-1.0421908562677165,19.75294117647059,0.6863021729522685,85,-1.728493029219985
2954,33,1,27,1.1988055004404858,19.75294117647059,0.6863021729522685,85,0.5125033274882174
2431,33,1,20,0.9255132618175343,19.75294117647059,0.6863021729522685,85,0.23921108886526588
5032,33,1,26,1.3627808436142568,19.75294117647059,0.6863021729522685,85,0.6764786706619883
427,33,1,24,0.9801717095421246,19.75294117647059,0.6863021729522685,85,0.29386953658985615
7557,33,1,7,0.3789287845716313,19.75294117647059,0.6863021729522685,85,-0.30737338838063716
6895,33,1,26,1.6907315299617984,19.75294117647059,0.6863021729522685,85,1.00442935700953
5675,33,1,17,-0.22231414039886202,19.75294117647059,0.6863021729522685,85,-0.9086163133511305
5123,33,1,20,1.1441470527158955,19.75294117647059,0.6863021729522685,85,0.457844879763627
4340,33,1,19,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
4504,33,1,17,-0.3316310358480426,19.75294117647059,0.6863021729522685,85,-1.017933208800311
7616,33,1,22,0.4335872322962216,19.75294117647059,0.6863021729522685,85,-0.2527149406560469
1396,33,1,17,-1.2608246471660778,19.75294117647059,0.6863021729522685,85,-1.9471268201183463
3825,33,1,25,-0.3316310358480426,19.75294117647059,0.6863021729522685,85,-1.017933208800311
786,33,1,23,1.5267561867880277,19.75294117647059,0.6863021729522685,85,0.8404540138357592
5453,33,1,26,1.4720977390634373,19.75294117647059,0.6863021729522685,85,0.7857955661111689
6706,33,1,16,-0.7688986176447651,19.75294117647059,0.6863021729522685,85,-1.4552007905970337
2318,11,1,21,0.05097809822408949,21,0.5933580794911779,13,-0.5423799812670884
3676,33,1,24,1.3081223958896664,19.75294117647059,0.6863021729522685,85,0.6218202229373979
4010,33,1,26,1.417439291338847,19.75294117647059,0.6863021729522685,85,0.7311371183865785
3428,33,1,23,0.7615379186437634,19.75294117647059,0.6863021729522685,85,0.07523574569149494
7377,33,1,23,1.5814146345126179,19.75294117647059,0.6863021729522685,85,0.8951124615603494
1009,33,1,26,0.870854814092944,19.75294117647059,0.6863021729522685,85,0.1845526411406755
354,33,1,21,0.5975625754699925,19.75294117647059,0.6863021729522685,85,-0.088739597482276
5313,33,1,25,1.034830157266715,19.75294117647059,0.6863021729522685,85,0.3485279843144464
7202,33,1,9,0.4882456800208119,19.75294117647059,0.6863021729522685,85,-0.19805649293145655
2932,33,1,23,0.4335872322962216,19.75294117647059,0.6863021729522685,85,-0.2527149406560469
381,33,1,22,1.3081223958896664,19.75294117647059,0.6863021729522685,85,0.6218202229373979
6560,33,1,25,0.4882456800208119,19.75294117647059,0.6863021729522685,85,-0.19805649293145655
2749,33,1,9,-0.4409479312972232,19.75294117647059,0.6863021729522685,85,-1.1272501042494918
1127,33,1,19,0.324270336847041,19.75294117647059,0.6863021729522685,85,-0.3620318361052275
5345,33,1,24,1.5267561867880277,19.75294117647059,0.6863021729522685,85,0.8404540138357592
6872,33,1,20,1.3081223958896664,19.75294117647059,0.6863021729522685,85,0.6218202229373979
7472,33,1,4,1.034830157266715,19.75294117647059,0.6863021729522685,85,0.3485279843144464
6070,33,1,24,1.1988055004404858,19.75294117647059,0.6863021729522685,85,0.5125033274882174
5372,33,1,25,0.324270336847041,19.75294117647059,0.6863021729522685,85,-0.3620318361052275
5141,33,1,22,0.8161963663683537,19.75294117647059,0.6863021729522685,85,0.1298941934160852
6539,33,1,14,1.1441470527158955,19.75294117647059,0.6863021729522685,85,0.457844879763627
680,33,1,28,1.5814146345126179,19.75294117647059,0.6863021729522685,85,0.8951124615603494
3346,33,1,27,1.5267561867880277,19.75294117647059,0.6863021729522685,85,0.8404540138357592
2213,33,1,5,-0.8235570653693554,19.75294117647059,0.6863021729522685,85,-1.5098592383216238
2736,33,1,8,-0.11299724494968141,19.75294117647059,0.6863021729522685,85,-0.7992994179019499
3622,33,1,5,0.6522210231945827,19.75294117647059,0.6863021729522685,85,-0.034081149757685725
2415,33,1,7,-0.5502648267464039,19.75294117647059,0.6863021729522685,85,-1.2365669996986723
13,33,1,26,1.7453899776863888,19.75294117647059,0.6863021729522685,85,1.0590878047341203
1662,33,1,25,1.1441470527158955,19.75294117647059,0.6863021729522685,85,0.457844879763627
4146,33,1,21,-0.05833879722509112,19.75294117647059,0.6863021729522685,85,-0.7446409701773596
5501,34,0,27,1.8547068731355694,13.353846153846154,-0.35349441493787875,65,2.208201288073448
7074,34,0,13,-1.6434337812382098,13.353846153846154,-0.35349441493787875,65,-1.2899393663003311
7033,34,0,12,-0.3316310358480426,13.353846153846154,-0.35349441493787875,65,0.021863379089836155
5880,34,0,25,1.253463948165076,13.353846153846154,-0.35349441493787875,65,1.6069583631029547
5931,34,0,9,-0.16765569267427172,13.353846153846154,-0.35349441493787875,65,0.18583872226360704
3590,34,0,19,0.4335872322962216,13.353846153846154,-0.35349441493787875,65,0.7870816472341003
6103,34,0,11,-1.8074091244119808,13.353846153846154,-0.35349441493787875,65,-1.453914709474102
337,34,0,16,-1.0968493039923068,13.353846153846154,-0.35349441493787875,65,-0.7433548890544281
1007,34,0,3,-0.4409479312972232,13.353846153846154,-0.35349441493787875,65,-0.08745351635934445
1492,34,0,15,-1.0421908562677165,13.353846153846154,-0.35349441493787875,65,-0.6886964413298378
2020,34,0,18,0.7068794709191731,13.353846153846154,-0.35349441493787875,65,1.060373885857052
2391,34,0,6,-0.16765569267427172,13.353846153846154,-0.35349441493787875,65,0.18583872226360704
6108,106,1,26,-0.49560637902181354,14.458333333333334,-0.49864295945095743,72,0.003036580429143898
3479,34,0,22,0.3789287845716313,13.353846153846154,-0.35349441493787875,65,0.7324231995095101
7361,34,0,7,-0.16765569267427172,13.353846153846154,-0.35349441493787875,65,0.18583872226360704
6976,34,0,13,-0.7688986176447651,13.353846153846154,-0.35349441493787875,65,-0.4154042027068863
6777,34,0,18,0.05097809822408949,13.353846153846154,-0.35349441493787875,65,0.40447251316196825
378,34,0,12,-1.2608246471660778,13.353846153846154,-0.35349441493787875,65,-0.9073302322281991
2026,34,0,9,-1.315483094890668,13.353846153846154,-0.35349441493787875,65,-0.9619886799527892
364,34,0,8,-0.6049232744709941,13.353846153846154,-0.35349441493787875,65,-0.2514288595331154
5267,34,0,7,-1.315483094890668,13.353846153846154,-0.35349441493787875,65,-0.9619886799527892
282,34,0,15,-1.8620675721365711,13.353846153846154,-0.35349441493787875,65,-1.5085731571986924
2508,34,0,20,0.8161963663683537,13.353846153846154,-0.35349441493787875,65,1.1696907813062325
4385,34,0,16,0.324270336847041,13.353846153846154,-0.35349441493787875,65,0.6777647517849197
5593,34,0,10,-0.3316310358480426,13.353846153846154,-0.35349441493787875,65,0.021863379089836155
1769,34,0,10,-0.8235570653693554,13.353846153846154,-0.35349441493787875,65,-0.4700626504314766
2338,34,0,18,-1.2608246471660778,13.353846153846154,-0.35349441493787875,65,-0.9073302322281991
3882,34,0,8,-1.315483094890668,13.353846153846154,-0.35349441493787875,65,-0.9619886799527892
2205,34,0,20,-0.003680349500500814,13.353846153846154,-0.35349441493787875,65,0.3498140654373779
6096,34,0,8,-1.4794584380644389,13.353846153846154,-0.35349441493787875,65,-1.1259640231265602
4566,34,0,27,1.6907315299617984,13.353846153846154,-0.35349441493787875,65,2.044225944899677
5153,34,0,12,0.5975625754699925,13.353846153846154,-0.35349441493787875,65,0.9510569904078712
554,34,0,15,0.5975625754699925,13.353846153846154,-0.35349441493787875,65,0.9510569904078712
7773,34,0,9,-1.4794584380644389,13.353846153846154,-0.35349441493787875,65,-1.1259640231265602
5206,34,0,22,0.7615379186437634,13.353846153846154,-0.35349441493787875,65,1.115032333581642
6082,34,0,8,0.4335872322962216,13.353846153846154,-0.35349441493787875,65,0.7870816472341003
3722,34,0,10,-1.5887753335136194,13.353846153846154,-0.35349441493787875,65,-1.2352809185757407
1646,34,0,12,-0.38628948357263293,13.353846153846154,-0.35349441493787875,65,-0.032795068634754176
1443,34,0,15,0.324270336847041,13.353846153846154,-0.35349441493787875,65,0.6777647517849197
3834,34,0,15,0.4335872322962216,13.353846153846154,-0.35349441493787875,65,0.7870816472341003
4800,34,0,9,0.05097809822408949,13.353846153846154,-0.35349441493787875,65,0.40447251316196825
4019,34,0,5,-1.5887753335136194,13.353846153846154,-0.35349441493787875,65,-1.2352809185757407
4965,34,0,20,0.5975625754699925,13.353846153846154,-0.35349441493787875,65,0.9510569904078712
1642,34,0,9,0.5975625754699925,13.353846153846154,-0.35349441493787875,65,0.9510569904078712
647,34,0,11,-1.2061661994414874,13.353846153846154,-0.35349441493787875,65,-0.8526717845036087
1826,34,0,12,-1.4247999903398487,13.353846153846154,-0.35349441493787875,65,-1.07130557540197
1303,34,0,1,-0.3316310358480426,13.353846153846154,-0.35349441493787875,65,0.021863379089836155
2933,34,0,18,0.3789287845716313,13.353846153846154,-0.35349441493787875,65,0.7324231995095101
4405,34,0,13,-1.5887753335136194,13.353846153846154,-0.35349441493787875,65,-1.2352809185757407
1526,34,0,10,-1.5341168857890293,13.353846153846154,-0.35349441493787875,65,-1.1806224708511506
6702,34,0,19,-0.8235570653693554,13.353846153846154,-0.35349441493787875,65,-0.4700626504314766
232,34,0,14,-0.003680349500500814,13.353846153846154,-0.35349441493787875,65,0.3498140654373779
1445,34,0,9,-0.6595817221955844,13.353846153846154,-0.35349441493787875,65,-0.30608730725770567
6109,34,0,7,-1.5887753335136194,13.353846153846154,-0.35349441493787875,65,-1.2352809185757407
1750,34,0,13,-1.3701415426152583,13.353846153846154,-0.35349441493787875,65,-1.0166471276773796
6249,34,0,7,-1.5887753335136194,13.353846153846154,-0.35349441493787875,65,-1.2352809185757407
5791,34,0,12,-0.003680349500500814,13.353846153846154,-0.35349441493787875,65,0.3498140654373779
1168,34,0,8,-0.9328739608185359,13.353846153846154,-0.35349441493787875,65,-0.5793795458806572
3109,34,0,15,-0.6049232744709941,13.353846153846154,-0.35349441493787875,65,-0.2514288595331154
629,34,0,25,1.7453899776863888,13.353846153846154,-0.35349441493787875,65,2.0988843926242677
4109,34,0,11,-0.9875324085431262,13.353846153846154,-0.35349441493787875,65,-0.6340379936052474
7325,34,0,8,-1.2608246471660778,13.353846153846154,-0.35349441493787875,65,-0.9073302322281991
6383,35,0,15,0.324270336847041,20.18421052631579,0.6833859275989544,114,-0.35911559075191346
4818,35,0,25,1.1441470527158955,20.18421052631579,0.6833859275989544,114,0.460761125116941
4302,35,0,22,0.4335872322962216,20.18421052631579,0.6833859275989544,114,-0.24979869530273285
3011,35,0,25,0.870854814092944,20.18421052631579,0.6833859275989544,114,0.18746888649398952
887,35,0,20,0.324270336847041,20.18421052631579,0.6833859275989544,114,-0.35911559075191346
751,35,0,14,0.5429041277454022,20.18421052631579,0.6833859275989544,114,-0.14048179985355225
5166,35,0,26,1.6907315299617984,20.18421052631579,0.6833859275989544,114,1.007345602362844
4784,35,0,24,1.417439291338847,20.18421052631579,0.6833859275989544,114,0.7340533637398925
2881,35,0,18,0.3789287845716313,20.18421052631579,0.6833859275989544,114,-0.30445714302732313
508,35,0,11,0.1602949936732701,20.18421052631579,0.6833859275989544,114,-0.5230909339256844
5720,35,0,27,1.6907315299617984,20.18421052631579,0.6833859275989544,114,1.007345602362844
7615,35,0,23,0.4882456800208119,20.18421052631579,0.6833859275989544,114,-0.19514024757814252
1871,35,0,20,0.870854814092944,20.18421052631579,0.6833859275989544,114,0.18746888649398952
38,35,0,14,0.324270336847041,20.18421052631579,0.6833859275989544,114,-0.35911559075191346
52,35,0,15,-0.22231414039886202,20.18421052631579,0.6833859275989544,114,-0.9057000679978164
4153,35,0,28,2.0186822163093403,20.18421052631579,0.6833859275989544,114,1.3352962887103859
5486,35,0,18,1.1988055004404858,20.18421052631579,0.6833859275989544,114,0.5154195728415314
2959,35,0,23,0.9801717095421246,20.18421052631579,0.6833859275989544,114,0.2967857819431702
1999,35,0,26,1.3627808436142568,20.18421052631579,0.6833859275989544,114,0.6793949160153023
1797,35,0,18,0.4335872322962216,20.18421052631579,0.6833859275989544,114,-0.24979869530273285
1421,35,0,26,1.3627808436142568,20.18421052631579,0.6833859275989544,114,0.6793949160153023
2640,35,0,7,-0.8782155130939456,20.18421052631579,0.6833859275989544,114,-1.5616014406929
1216,35,0,18,0.5975625754699925,20.18421052631579,0.6833859275989544,114,-0.08582335212896197
2600,35,0,28,1.5267561867880277,20.18421052631579,0.6833859275989544,114,0.8433702591890733
7630,35,0,26,1.1988055004404858,20.18421052631579,0.6833859275989544,114,0.5154195728415314
2442,35,0,22,0.870854814092944,20.18421052631579,0.6833859275989544,114,0.18746888649398952
3606,35,0,24,1.0894886049913053,20.18421052631579,0.6833859275989544,114,0.40610267739235084
310,35,0,27,1.253463948165076,20.18421052631579,0.6833859275989544,114,0.5700780205661216
5368,35,0,25,1.9093653208601598,20.18421052631579,0.6833859275989544,114,1.2259793932612053
4297,35,0,12,-0.2769725881234523,20.18421052631579,0.6833859275989544,114,-0.9603585157224068
533,35,0,21,0.9255132618175343,20.18421052631579,0.6833859275989544,114,0.2421273342185799
5450,35,0,16,0.4882456800208119,20.18421052631579,0.6833859275989544,114,-0.19514024757814252
1145,35,0,23,-0.16765569267427172,20.18421052631579,0.6833859275989544,114,-0.8510416202732262
4522,35,0,26,1.6360730822372083,20.18421052631579,0.6833859275989544,114,0.9526871546382538
7776,35,0,19,-0.05833879722509112,20.18421052631579,0.6833859275989544,114,-0.7417247248240456
2466,35,0,27,1.417439291338847,20.18421052631579,0.6833859275989544,114,0.7340533637398925
216,35,0,27,1.253463948165076,20.18421052631579,0.6833859275989544,114,0.5700780205661216
3431,35,0,27,1.0894886049913053,20.18421052631579,0.6833859275989544,114,0.40610267739235084
3408,35,0,16,0.4335872322962216,20.18421052631579,0.6833859275989544,114,-0.24979869530273285
1016,35,0,11,-1.1515077517168972,20.18421052631579,0.6833859275989544,114,-1.8348936793158517
4110,35,0,7,0.21495344139786038,20.18421052631579,0.6833859275989544,114,-0.46843248620109407
7546,35,0,9,-0.11299724494968141,20.18421052631579,0.6833859275989544,114,-0.7963831725486359
6046,35,0,22,0.9255132618175343,20.18421052631579,0.6833859275989544,114,0.2421273342185799
2444,35,0,27,1.4720977390634373,20.18421052631579,0.6833859275989544,114,0.7887118114644829
3018,35,0,19,0.4335872322962216,20.18421052631579,0.6833859275989544,114,-0.24979869530273285
1786,35,0,11,-0.3316310358480426,20.18421052631579,0.6833859275989544,114,-1.015016963446997
641,35,0,8,-0.5502648267464039,20.18421052631579,0.6833859275989544,114,-1.2336507543453583
7241,35,0,14,-0.7688986176447651,20.18421052631579,0.6833859275989544,114,-1.4522845452437196
5868,35,0,21,1.253463948165076,20.18421052631579,0.6833859275989544,114,0.5700780205661216
2057,35,0,27,1.5267561867880277,20.18421052631579,0.6833859275989544,114,0.8433702591890733
5142,35,0,18,0.1602949936732701,20.18421052631579,0.6833859275989544,114,-0.5230909339256844
3209,35,0,15,-0.3316310358480426,20.18421052631579,0.6833859275989544,114,-1.015016963446997
2671,35,0,20,0.7068794709191731,20.18421052631579,0.6833859275989544,114,0.02349354332021869
7101,35,0,8,-0.3316310358480426,20.18421052631579,0.6833859275989544,114,-1.015016963446997
4398,35,0,19,0.4335872322962216,20.18421052631579,0.6833859275989544,114,-0.24979869530273285
4242,35,0,15,-0.9328739608185359,20.18421052631579,0.6833859275989544,114,-1.6162598884174904
4588,35,0,29,1.3081223958896664,20.18421052631579,0.6833859275989544,114,0.6247364682907119
1953,35,0,24,-0.3316310358480426,20.18421052631579,0.6833859275989544,114,-1.015016963446997
4166,35,0,20,0.05097809822408949,20.18421052631579,0.6833859275989544,114,-0.632407829374865
2888,35,0,25,1.1988055004404858,20.18421052631579,0.6833859275989544,114,0.5154195728415314
2657,35,0,16,0.4335872322962216,20.18421052631579,0.6833859275989544,114,-0.24979869530273285
4083,35,0,16,0.1602949936732701,20.18421052631579,0.6833859275989544,114,-0.5230909339256844
7124,35,0,25,0.2696118891224507,20.18421052631579,0.6833859275989544,114,-0.41377403847650374
6927,35,0,23,0.5975625754699925,20.18421052631579,0.6833859275989544,114,-0.08582335212896197
3978,35,0,21,0.3789287845716313,20.18421052631579,0.6833859275989544,114,-0.30445714302732313
644,35,0,17,0.5975625754699925,20.18421052631579,0.6833859275989544,114,-0.08582335212896197
6690,35,0,11,0.7068794709191731,20.18421052631579,0.6833859275989544,114,0.02349354332021869
3474,35,0,24,1.1441470527158955,20.18421052631579,0.6833859275989544,114,0.460761125116941
85,35,0,25,0.7615379186437634,20.18421052631579,0.6833859275989544,114,0.07815199104480897
4678,35,0,22,0.7615379186437634,20.18421052631579,0.6833859275989544,114,0.07815199104480897
